id,name,difference
WP4211,Transcriptional cascade regulating adipogenesis,0.5955098044638496
WP5089,Kinin-Kallikrein pathway,-0.48805938375780816
WP5027,nsp1 from SARS-CoV-2 inhibits translation initiation in the host cell,0.3182427873387383
WP477,Cytoplasmic ribosomal proteins,0.3878415027817383
